age,job,balance,loan,day,month,pdays,previous,ifCreatedAccount,ifCreditExists
49,4,-209,0,30,5,-1,0,0,0
59,6,8107,0,30,5,-1,0,0,0
37,2,16,0,30,5,-1,0,1,0
46,2,583,0,30,5,-1,0,0,0
37,1,-510,0,30,5,-1,0,0,0
35,2,565,0,30,5,-1,0,1,0
48,4,132,0,30,5,-1,0,0,0
48,3,0,0,30,5,-1,0,1,1
28,4,7707,0,30,5,-1,0,0,0
38,2,-974,0,30,5,-1,0,0,0
34,5,457,0,30,5,-1,0,0,0
37,1,421,1,30,5,-1,0,0,0
41,4,2397,0,30,5,-1,0,0,0
36,2,1089,0,30,5,-1,0,0,0
42,3,-350,1,30,5,-1,0,0,0
54,3,814,0,30,5,-1,0,0,0
37,2,3167,0,30,5,-1,0,0,0
34,2,362,0,30,5,-1,0,0,0
32,1,315,0,30,5,-1,0,0,0
31,1,-13,0,30,5,-1,0,0,1
27,5,437,1,30,5,-1,0,0,0
33,1,1002,0,30,5,-1,0,0,0
57,6,2528,1,30,5,-1,0,0,0
29,2,239,0,30,5,-1,0,0,0
32,5,241,0,30,5,-1,0,0,0
51,2,986,0,30,5,-1,0,0,0
54,1,154,0,30,5,-1,0,0,0
45,3,3601,0,30,5,-1,0,0,0
35,2,644,0,30,5,-1,0,0,0
38,4,19,0,30,5,-1,0,1,0
43,4,1440,1,30,5,-1,0,0,0
53,3,2647,0,30,5,-1,0,0,0
36,1,243,1,30,5,-1,0,0,0
49,4,169,0,30,5,-1,0,0,0
39,1,160,0,30,5,-1,0,0,0
58,6,590,0,30,5,-1,0,0,0
40,5,1082,0,30,5,-1,0,1,0
40,2,6695,0,30,5,-1,0,0,0
42,9,1713,0,30,5,-1,0,1,0
44,2,5282,0,30,5,-1,0,0,0
37,5,-5,1,30,5,-1,0,0,0
53,3,7290,0,30,5,-1,0,0,0
38,3,175,0,30,5,-1,0,0,0
36,10,419,0,30,5,-1,0,0,0
46,2,14481,0,30,5,-1,0,1,0
44,2,1379,0,30,5,-1,0,0,0
32,4,1974,0,30,5,-1,0,0,0
50,1,1290,0,30,5,-1,0,0,0
39,3,4660,0,30,5,-1,0,0,0
55,9,5,0,30,5,-1,0,0,0
35,1,2205,0,30,5,-1,0,0,0
55,2,11743,0,30,5,-1,0,0,0
36,1,287,0,30,5,-1,0,0,0
32,2,132,0,30,5,-1,0,0,0
50,3,2062,0,30,5,-1,0,0,0
50,2,1158,0,30,5,-1,0,0,0
40,2,-199,1,30,5,-1,0,0,0
52,1,2144,0,30,5,-1,0,0,0
40,4,-105,0,30,5,-1,0,0,0
55,5,1210,0,30,5,-1,0,0,0
59,6,4414,0,30,5,-1,0,0,0
51,3,4924,0,30,5,-1,0,0,0
51,2,2632,0,30,5,-1,0,0,0
36,9,577,0,30,5,-1,0,0,0
40,4,1597,0,30,5,-1,0,0,0
37,7,1513,0,30,5,-1,0,0,0
51,1,1440,0,30,5,-1,0,0,0
58,7,1407,0,30,5,-1,0,0,0
39,3,123,0,30,5,-1,0,0,0
26,1,2,0,30,5,-1,0,0,0
41,1,629,1,30,5,-1,0,0,0
49,3,2343,0,30,5,-1,0,0,0
41,8,740,0,30,5,-1,0,0,0
41,1,438,0,30,5,-1,0,0,0
34,3,650,0,30,5,-1,0,0,0
49,3,2344,0,30,5,-1,0,0,0
45,4,820,0,30,5,-1,0,0,0
41,5,96,0,30,5,-1,0,0,0
53,2,3911,1,30,5,-1,0,0,0
42,1,2441,0,30,5,-1,0,0,0
51,2,0,0,30,5,-1,0,0,0
32,1,419,0,30,5,-1,0,0,0
47,1,176,0,30,5,-1,0,0,0
41,4,4539,0,30,5,-1,0,0,0
44,3,2403,0,30,5,-1,0,0,0
35,3,391,0,30,5,-1,0,0,0
44,4,14,1,30,5,-1,0,0,0
42,8,287,1,30,5,-1,0,0,0
44,1,787,0,30,5,-1,0,0,0
28,1,-232,0,30,5,-1,0,0,0
32,1,883,1,30,5,-1,0,0,0
44,4,734,0,30,5,-1,0,0,0
34,1,275,0,30,5,-1,0,0,0
37,3,5115,0,30,5,-1,0,0,0
60,4,4120,1,30,5,-1,0,0,0
45,5,475,0,30,5,-1,0,0,0
27,3,7102,0,30,5,-1,0,0,0
24,4,1235,1,30,5,-1,0,0,0
35,3,5724,0,30,5,-1,0,1,0
52,4,321,0,30,5,-1,0,0,0
45,1,159,1,30,5,-1,0,0,0
29,5,-443,0,30,5,-1,0,0,0
34,3,1451,0,30,5,-1,0,1,0
24,3,278,0,30,5,-1,0,0,0
41,4,-111,0,30,5,-1,0,0,0
37,2,614,0,30,5,-1,0,0,0
51,2,1267,0,30,5,-1,0,0,0
37,3,786,0,30,5,-1,0,0,0
51,2,307,0,30,5,-1,0,0,0
29,7,121,0,30,5,-1,0,1,0
35,1,535,0,30,5,-1,0,0,0
44,3,858,0,30,5,-1,0,0,0
27,1,1341,1,30,5,-1,0,0,0
43,4,25741,0,30,5,-1,0,0,0
32,5,-34,0,30,5,-1,0,1,0
51,10,3122,0,30,5,-1,0,0,0
44,3,561,0,30,5,-1,0,0,0
45,1,676,0,30,5,-1,0,0,0
45,3,7108,1,30,5,-1,0,0,0
57,3,0,1,30,5,-1,0,0,0
46,3,49,0,30,5,-1,0,0,0
36,1,740,0,30,5,-1,0,0,0
49,2,1216,1,30,5,-1,0,0,0
42,1,188,0,30,5,-1,0,0,0
51,2,614,1,30,5,-1,0,0,0
35,1,361,0,30,5,-1,0,0,0
49,2,-2049,0,30,5,-1,0,0,0
47,1,1794,1,30,5,-1,0,0,0
27,5,3021,0,30,5,-1,0,0,0
43,1,6614,0,30,5,-1,0,0,0
52,4,2255,0,30,5,-1,0,0,0
32,2,1589,0,30,5,-1,0,0,0
29,5,590,0,30,5,-1,0,0,0
50,9,3674,0,30,5,-1,0,1,0
29,7,579,0,30,5,-1,0,0,0
39,9,356,0,30,5,-1,0,0,0
51,1,1374,0,30,5,-1,0,0,0
35,1,698,1,30,5,-1,0,1,0
32,4,-127,0,30,5,-1,0,0,0
39,2,564,0,30,5,-1,0,0,0
43,2,690,0,30,5,-1,0,0,0
38,2,2548,0,30,5,-1,0,0,0
45,2,2022,0,30,5,-1,0,0,0
43,4,729,0,30,5,-1,0,0,0
52,2,1065,1,30,5,-1,0,0,0
40,4,2002,0,30,5,-1,0,0,0
35,11,2960,0,30,5,-1,0,0,0
44,1,3224,0,30,5,-1,0,0,0
42,4,435,0,30,5,-1,0,0,0
29,1,200,0,30,5,-1,0,0,0
51,3,468,0,30,5,-1,0,0,0
41,10,783,0,30,5,-1,0,0,0
54,7,12159,0,30,5,-1,0,0,0
42,3,3043,1,30,5,-1,0,0,0
45,5,482,1,30,5,-1,0,0,0
42,3,4791,0,30,5,-1,0,0,0
53,2,-601,0,30,5,-1,0,0,0
48,3,2005,0,30,5,-1,0,0,0
35,2,0,0,30,5,-1,0,0,0
32,4,-19,0,30,5,-1,0,0,0
35,2,3254,0,30,5,-1,0,0,0
46,1,-287,0,30,5,-1,0,0,0
48,5,7019,0,30,5,-1,0,0,0
31,3,646,0,30,5,-1,0,0,0
28,2,0,0,30,5,-1,0,0,0
36,3,4136,0,30,5,-1,0,1,0
31,2,453,0,30,5,-1,0,0,0
49,7,2061,1,30,5,-1,0,0,0
43,2,19,0,30,5,-1,0,0,0
53,2,1144,0,30,5,-1,0,0,0
35,1,-257,0,30,5,-1,0,0,0
31,3,342,0,30,5,-1,0,0,0
39,3,839,0,30,5,-1,0,0,0
41,5,373,0,30,5,-1,0,0,0
56,2,-45,0,30,5,-1,0,0,0
37,3,1120,0,30,5,-1,0,0,0
37,3,-403,0,30,5,-1,0,0,0
31,1,-219,0,30,5,-1,0,0,0
51,6,752,0,30,5,-1,0,0,0
25,2,17,0,30,5,-1,0,0,0
53,5,2719,0,30,5,-1,0,0,0
53,1,2656,0,30,5,-1,0,1,0
45,3,2124,0,30,5,-1,0,0,0
36,2,2806,0,30,5,-1,0,0,0
53,3,198,1,30,5,-1,0,0,0
32,4,305,0,30,5,-1,0,0,0
41,3,2990,0,30,5,-1,0,0,0
36,9,1316,0,30,5,-1,0,0,0
36,2,548,1,30,5,-1,0,0,0
27,5,2153,0,30,5,-1,0,0,0
36,4,1954,1,30,5,-1,0,0,0
32,3,562,0,30,5,-1,0,1,0
47,3,12531,0,30,5,-1,0,0,0
51,8,0,0,30,5,-1,0,0,0
38,2,126,0,30,5,-1,0,0,0
27,1,106,0,30,5,-1,0,0,0
41,2,2666,0,30,5,-1,0,0,0
49,1,366,1,30,5,-1,0,0,0
38,1,580,0,30,5,-1,0,0,0
44,3,0,0,30,5,-1,0,0,0
36,1,429,0,30,5,-1,0,0,0
55,3,2760,0,30,5,-1,0,0,0
47,3,1387,0,30,5,-1,0,0,0
48,1,1841,0,30,5,-1,0,0,0
27,3,430,1,30,5,-1,0,0,0
43,8,0,0,30,5,-1,0,0,0
40,2,402,0,30,5,-1,0,0,0
47,1,61,0,30,5,-1,0,0,0
44,3,752,0,30,5,-1,0,0,0
26,3,174,0,30,5,-1,0,0,0
25,1,352,0,30,5,-1,0,0,0
55,4,420,0,30,5,-1,0,0,0
38,2,49,0,30,5,-1,0,0,0
38,5,-762,1,30,5,-1,0,0,0
37,1,461,0,30,5,-1,0,0,0
30,1,119,0,30,5,-1,0,0,0
44,1,314,0,30,5,-1,0,0,0
35,2,687,0,30,5,-1,0,0,0
40,1,0,0,30,5,-1,0,0,0
30,5,-849,0,30,5,-1,0,0,1
23,5,363,0,30,5,-1,0,0,0
46,2,2904,0,30,5,-1,0,1,0
32,1,1484,0,30,5,-1,0,0,0
38,1,602,0,30,5,-1,0,0,0
44,3,596,0,30,5,-1,0,0,0
33,3,268,0,30,5,-1,0,0,0
46,8,1375,0,30,5,-1,0,0,0
32,2,127,0,30,5,-1,0,0,0
58,1,1025,0,30,5,-1,0,0,0
35,1,674,0,30,5,-1,0,0,0
50,4,692,0,30,5,-1,0,0,0
32,1,1036,1,30,5,-1,0,0,0
40,3,692,0,30,5,-1,0,0,0
30,3,1,0,30,5,-1,0,0,0
31,2,-365,0,30,5,-1,0,0,1
57,3,16063,0,30,5,-1,0,0,0
26,2,1004,0,30,5,-1,0,1,0
36,3,1285,0,30,5,-1,0,0,0
35,1,2708,0,30,5,-1,0,0,0
50,7,-465,0,30,5,-1,0,0,0
41,4,8238,1,30,5,-1,0,0,0
58,2,320,0,30,5,-1,0,0,0
55,3,0,0,30,5,-1,0,0,0
35,3,1,0,30,5,-1,0,0,0
27,5,271,0,30,5,-1,0,0,0
40,4,1538,0,30,5,-1,0,0,0
31,10,1,0,30,5,-1,0,0,0
37,4,179,0,30,5,-1,0,0,0
51,6,343,0,30,5,-1,0,0,0
52,1,2439,0,30,5,-1,0,0,0
44,4,946,0,30,5,-1,0,0,0
27,2,2061,0,30,5,-1,0,0,0
45,8,404,0,30,5,-1,0,0,0
54,1,-636,0,30,5,-1,0,0,0
23,1,1690,1,30,5,-1,0,0,0
59,4,2532,0,30,5,-1,0,0,0
41,3,568,0,30,5,-1,0,0,0
40,2,472,0,30,5,-1,0,0,0
36,1,0,0,30,5,-1,0,0,0
42,3,1037,0,30,5,-1,0,0,0
37,1,157,0,30,5,-1,0,0,0
42,1,1958,0,30,5,-1,0,0,0
40,1,3693,0,30,5,-1,0,0,0
42,3,0,0,30,5,-1,0,0,0
32,1,501,1,30,5,-1,0,0,0
23,1,5145,0,30,5,-1,0,0,0
31,3,1771,0,30,5,-1,0,0,0
43,5,192,1,30,5,-1,0,0,0
31,1,292,1,30,5,-1,0,0,0
29,5,193,0,30,5,-1,0,0,0
51,1,1069,0,30,5,-1,0,0,0
25,1,155,0,30,5,-1,0,0,0
39,5,-189,0,30,5,-1,0,0,0
52,1,905,0,30,5,-1,0,0,0
38,3,-143,0,30,5,-1,0,0,0
37,7,2260,0,30,5,-1,0,0,0
40,2,211,0,30,5,-1,0,0,0
46,1,324,0,30,5,-1,0,0,0
38,9,0,0,30,5,-1,0,0,0
56,4,346,1,30,5,-1,0,0,0
55,4,139,0,30,5,-1,0,0,0
40,1,303,0,30,5,-1,0,0,0
51,2,0,0,30,5,-1,0,0,0
33,2,-1027,0,30,5,-1,0,0,0
45,3,410,0,30,5,-1,0,1,0
55,3,264,0,30,5,-1,0,0,0
31,9,0,0,30,5,-1,0,1,0
42,1,1307,0,30,5,-1,0,0,0
39,1,157,0,30,5,-1,0,0,0
35,1,3587,0,30,5,-1,0,0,0
32,7,1942,0,30,5,-1,0,0,0
27,1,5563,0,30,5,-1,0,0,0
29,2,0,0,30,5,-1,0,1,0
31,1,1533,0,30,5,-1,0,0,0
36,1,71,0,30,5,-1,0,0,0
22,1,-189,0,30,5,-1,0,0,0
53,8,62,0,30,5,-1,0,1,0
37,4,-47,0,30,5,-1,0,0,0
52,3,137,0,30,5,-1,0,0,0
52,2,12,0,30,5,-1,0,0,0
49,5,486,1,30,5,-1,0,0,0
35,3,1609,0,30,5,-1,0,0,0
27,1,-79,0,30,5,-1,0,0,0
48,2,7867,1,30,5,-1,0,0,0
39,1,123,0,30,5,-1,0,0,0
32,4,-540,1,30,5,-1,0,0,0
51,1,610,1,30,5,-1,0,0,0
47,1,1092,1,30,5,-1,0,0,0
59,2,266,0,30,5,-1,0,0,0
41,1,0,0,30,5,-1,0,0,0
50,1,2641,0,30,5,-1,0,0,0
55,2,1267,0,30,5,-1,0,0,0
26,10,229,0,30,5,-1,0,0,0
53,1,1103,1,30,5,-1,0,0,0
36,2,2609,0,30,5,-1,0,0,0
54,1,3782,0,30,5,-1,0,0,0
39,2,568,1,30,5,-1,0,0,0
40,1,68,0,30,5,-1,0,0,0
36,2,80,0,30,5,-1,0,0,0
32,4,-417,0,30,5,-1,0,0,0
37,3,2544,0,30,5,-1,0,0,0
54,1,5210,1,30,5,-1,0,0,0
34,1,905,0,30,5,-1,0,0,0
27,1,416,0,30,5,-1,0,1,0
35,1,573,0,30,5,-1,0,0,0
37,4,0,0,30,5,-1,0,0,0
41,1,304,0,30,5,-1,0,0,0
38,7,-10,0,2,6,-1,0,0,0
49,3,6312,0,2,6,-1,0,0,0
59,2,396,0,2,6,-1,0,0,0
44,5,26,0,2,6,-1,0,0,0
37,2,34,0,2,6,-1,0,0,0
34,1,147,0,2,6,-1,0,0,0
58,6,25,0,2,6,-1,0,0,0
39,1,280,0,2,6,-1,0,0,0
40,3,335,0,2,6,-1,0,0,0
33,3,1994,0,2,6,-1,0,0,0
43,4,777,0,2,6,-1,0,0,0
43,8,641,1,2,6,-1,0,0,0
36,2,-559,0,2,6,-1,0,0,1
31,4,17,0,2,6,-1,0,0,0
41,5,-141,1,2,6,-1,0,0,0
47,5,1095,1,2,6,-1,0,0,0
39,2,177,1,2,6,-1,0,0,0
56,1,186,0,2,6,-1,0,0,0
50,2,332,0,2,6,-1,0,0,0
42,4,519,0,2,6,-1,0,0,0
48,5,-583,0,2,6,-1,0,0,1
29,3,1097,0,2,6,-1,0,0,0
37,1,89,0,2,6,-1,0,0,0
31,3,-167,0,2,6,-1,0,0,0
50,1,571,0,2,6,-1,0,0,0
36,2,596,0,2,6,-1,0,0,0
27,1,535,0,2,6,-1,0,0,0
55,3,3339,0,2,6,-1,0,0,0
39,2,2193,1,2,6,-1,0,0,0
48,4,771,0,2,6,-1,0,0,0
49,3,-757,1,2,6,-1,0,0,1
30,2,308,1,2,6,-1,0,0,0
53,1,256,0,2,6,-1,0,0,0
31,3,3729,0,2,6,-1,0,0,0
43,4,15511,0,2,6,-1,0,0,0
43,2,1029,0,2,6,-1,0,0,0
48,1,323,0,2,6,-1,0,0,0
44,8,307,0,2,6,-1,0,0,0
39,3,1965,0,2,6,-1,0,0,0
29,8,291,0,2,6,-1,0,0,0
46,1,938,0,2,6,-1,0,0,0
39,2,756,0,2,6,-1,0,0,0
53,1,1942,0,2,6,-1,0,0,0
40,4,2378,0,2,6,-1,0,0,0
52,1,0,0,2,6,-1,0,0,0
48,2,5041,0,2,6,-1,0,0,0
50,2,628,1,2,6,-1,0,0,0
49,7,294,0,2,6,-1,0,0,0
34,1,516,1,2,6,-1,0,0,0
33,3,-244,0,2,6,-1,0,0,0
39,2,22,0,2,6,-1,0,0,0
49,8,18904,0,2,6,-1,0,0,0
40,1,540,0,2,6,-1,0,0,0
38,3,615,0,2,6,-1,0,0,0
24,2,86,0,2,6,-1,0,0,0
39,1,4143,1,2,6,-1,0,0,0
32,1,14,0,2,6,-1,0,0,0
39,2,2763,0,2,6,-1,0,1,0
31,1,0,0,2,6,-1,0,0,0
34,4,239,0,2,6,-1,0,0,0
36,5,2984,0,2,6,-1,0,1,0
46,1,3696,0,2,6,-1,0,0,0
59,6,4,0,2,6,-1,0,0,0
32,2,249,0,2,6,-1,0,0,0
41,1,143,1,2,6,-1,0,1,0
31,1,191,0,2,6,-1,0,0,0
31,1,1358,0,2,6,-1,0,0,0
32,2,3044,0,2,6,-1,0,0,0
38,1,4,0,2,6,-1,0,0,0
36,7,3560,0,2,6,-1,0,0,0
45,3,1309,0,2,6,-1,0,0,0
35,4,-488,0,2,6,-1,0,0,0
35,5,440,0,2,6,-1,0,0,0
44,5,808,0,2,6,-1,0,0,0
39,4,2854,0,2,6,-1,0,0,0
36,1,1244,0,2,6,-1,0,0,0
34,3,691,1,2,6,-1,0,0,0
36,5,0,0,2,6,-1,0,1,0
38,8,3249,0,2,6,-1,0,0,0
45,5,759,0,2,6,-1,0,0,0
29,2,144,0,2,6,-1,0,0,0
39,5,892,0,2,6,-1,0,0,0
32,5,109,0,2,6,-1,0,0,0
35,10,608,1,2,6,-1,0,0,0
51,4,1415,0,2,6,-1,0,0,0
35,1,314,0,2,6,-1,0,0,0
57,6,-1480,0,2,6,-1,0,0,1
32,3,0,0,2,6,-1,0,0,0
34,4,3487,0,2,6,-1,0,0,0
32,8,56,0,2,6,-1,0,0,0
33,3,374,1,2,6,-1,0,0,0
38,1,451,0,2,6,-1,0,0,0
37,5,741,0,2,6,-1,0,0,0
31,9,8,0,2,6,-1,0,0,0
55,6,3948,0,2,6,-1,0,0,0
33,1,231,0,2,6,-1,0,0,0
31,1,859,0,2,6,-1,0,0,0
39,1,1802,0,2,6,-1,0,0,0
31,1,298,1,2,6,-1,0,0,0
42,3,3472,0,2,6,-1,0,0,0
28,4,1076,0,2,6,-1,0,0,0
30,2,732,0,2,6,-1,0,0,0
33,2,1897,1,2,6,-1,0,0,0
50,1,1985,0,2,6,-1,0,0,0
36,1,1861,0,2,6,-1,0,0,0
32,2,3237,0,2,6,-1,0,0,0
36,3,1614,0,2,6,-1,0,0,0
31,1,-45,0,2,6,-1,0,0,0
33,5,847,0,2,6,-1,0,0,0
35,2,1825,0,2,6,-1,0,0,0
29,3,493,1,2,6,-1,0,0,0
35,1,80,1,2,6,-1,0,0,0
27,7,1237,1,2,6,-1,0,0,0
31,1,3659,0,2,6,-1,0,0,0
32,2,1834,0,2,6,-1,0,0,0
44,8,-143,0,2,6,-1,0,0,0
30,1,360,1,2,6,-1,0,0,0
35,3,1104,1,2,6,-1,0,0,0
38,1,522,0,2,6,-1,0,0,0
38,1,6843,0,2,6,-1,0,0,0
37,9,756,0,2,6,-1,0,0,0
39,2,1682,0,2,6,-1,0,0,0
38,2,900,0,2,6,-1,0,0,0
36,1,426,0,2,6,-1,0,0,0
51,2,6,0,2,6,-1,0,0,0
32,3,696,0,2,6,-1,0,1,0
32,1,2507,0,2,6,-1,0,0,0
35,5,152,0,2,6,-1,0,1,0
31,8,247,1,2,6,-1,0,0,0
31,4,7505,1,2,6,-1,0,0,0
31,1,4415,0,2,6,-1,0,0,0
30,1,4,0,2,6,-1,0,0,0
33,2,0,0,2,6,-1,0,0,0
31,2,1475,1,2,6,-1,0,0,0
34,1,-20,0,2,6,-1,0,0,0
37,1,3574,0,2,6,-1,0,0,0
31,4,717,0,2,6,-1,0,0,0
30,3,518,0,2,6,-1,0,0,0
37,1,1720,0,2,6,-1,0,0,0
35,5,5029,1,2,6,-1,0,0,0
33,1,395,0,2,6,-1,0,0,0
33,1,3868,0,2,6,-1,0,0,0
31,1,334,1,2,6,-1,0,0,0
30,7,578,0,2,6,-1,0,0,0
37,3,410,1,2,6,-1,0,0,0
35,2,0,0,2,6,-1,0,0,0
33,3,77,1,2,6,-1,0,0,0
41,1,114,0,2,6,-1,0,0,0
46,5,4780,0,2,6,-1,0,0,0
34,2,0,0,2,6,-1,0,0,0
38,1,502,0,2,6,-1,0,0,0
41,5,1027,0,2,6,-1,0,0,0
30,1,579,1,2,6,-1,0,0,0
60,7,312,0,2,6,-1,0,0,0
33,2,166,0,2,6,-1,0,0,0
55,1,1187,0,2,6,-1,0,0,0
32,3,1242,0,2,6,-1,0,0,0
31,3,15,0,2,6,-1,0,0,0
34,7,72,0,2,6,-1,0,0,0
37,1,489,0,2,6,-1,0,0,0
35,4,1098,1,2,6,-1,0,0,0
40,3,34,0,2,6,-1,0,0,1
32,3,257,0,2,6,-1,0,0,0
60,6,-79,0,2,6,-1,0,0,0
31,2,684,1,2,6,-1,0,0,0
33,5,109,0,2,6,-1,0,0,0
37,1,3561,0,2,6,-1,0,0,0
56,6,-1,0,2,6,-1,0,0,0
29,4,2768,0,2,6,-1,0,0,0
42,1,-21,0,2,6,-1,0,0,0
32,3,-399,0,2,6,-1,0,0,0
61,6,-156,1,2,6,-1,0,0,0
42,1,-755,1,2,6,-1,0,0,0
40,5,-80,0,2,6,-1,0,0,0
31,3,932,0,2,6,-1,0,0,0
34,1,-304,1,2,6,-1,0,0,0
30,4,667,0,2,6,-1,0,0,0
34,7,712,0,2,6,-1,0,0,0
35,1,1088,0,2,6,-1,0,0,0
27,5,1,1,2,6,-1,0,0,0
53,7,1907,0,2,6,-1,0,0,0
29,4,315,0,2,6,-1,0,0,0
36,2,-78,0,2,6,-1,0,1,0
26,1,539,0,2,6,-1,0,0,0
35,2,1193,0,2,6,-1,0,0,0
33,1,213,0,2,6,-1,0,0,0
44,4,238,1,2,6,-1,0,0,0
34,1,336,0,2,6,-1,0,0,0
30,11,809,0,2,6,-1,0,0,0
60,8,2525,0,2,6,-1,0,0,0
32,10,10,0,2,6,-1,0,0,0
59,4,3304,0,2,6,-1,0,0,0
40,1,98,0,2,6,-1,0,0,0
34,3,399,0,2,6,-1,0,0,0
31,4,-581,0,2,6,-1,0,0,0
52,2,218,0,2,6,-1,0,0,0
52,4,101,1,2,6,-1,0,0,0
44,3,0,0,2,6,-1,0,0,0
39,2,0,0,2,6,-1,0,0,0
34,4,287,0,2,6,-1,0,0,0
50,3,669,0,2,6,-1,0,0,0
26,5,1050,0,2,6,-1,0,0,0
35,3,1707,0,2,6,-1,0,0,0
35,2,867,0,2,6,-1,0,1,0
35,1,26,0,2,6,-1,0,0,0
35,1,-41,0,2,6,-1,0,0,0
36,1,117,0,2,6,-1,0,0,0
40,2,1734,0,2,6,-1,0,0,0
24,1,147,0,2,6,-1,0,0,0
25,5,229,0,2,6,-1,0,0,0
30,1,99,0,2,6,-1,0,0,0
31,1,0,0,2,6,-1,0,0,0
52,1,185,0,2,6,-1,0,0,0
34,2,986,0,2,6,-1,0,0,0
50,3,0,0,2,6,-1,0,0,0
38,1,577,0,2,6,-1,0,0,0
34,9,75,0,2,6,-1,0,0,1
30,3,-111,0,2,6,-1,0,0,0
30,3,854,0,2,6,-1,0,0,0
34,5,798,0,2,6,-1,0,0,0
37,5,580,0,2,6,-1,0,0,0
54,1,2227,0,2,6,-1,0,0,0
35,1,4731,0,2,6,-1,0,0,0
36,3,-435,0,2,6,-1,0,0,0
26,3,351,0,2,6,-1,0,0,0
34,1,8558,0,2,6,-1,0,0,0
43,4,6220,0,2,6,-1,0,0,0
52,2,19797,0,2,6,-1,0,0,0
35,2,1632,0,2,6,-1,0,0,0
30,1,953,0,2,6,-1,0,1,0
41,1,795,0,2,6,-1,0,0,0
34,3,264,0,2,6,-1,0,0,1
43,1,-234,1,2,6,-1,0,0,0
29,1,80,1,2,6,-1,0,0,0
47,2,1208,0,2,6,-1,0,0,0
39,3,122,0,2,6,-1,0,0,0
39,1,2715,0,2,6,-1,0,0,0
48,4,749,0,2,6,-1,0,0,0
31,1,1529,0,2,6,-1,0,0,0
57,6,12917,0,2,6,-1,0,0,0
50,2,5164,0,2,6,-1,0,0,0
34,1,1780,0,2,6,-1,0,0,0
34,5,-96,0,2,6,-1,0,0,0
36,8,0,0,2,6,-1,0,0,0
38,2,-239,0,2,6,-1,0,0,0
32,3,381,0,2,6,-1,0,0,0
53,6,-686,1,2,6,-1,0,0,0
46,4,13,0,2,6,-1,0,0,0
30,3,173,0,2,6,-1,0,0,0
35,1,-37,1,2,6,-1,0,0,0
49,1,1032,0,2,6,-1,0,0,0
39,4,2040,0,2,6,-1,0,0,0
40,4,2550,0,2,6,-1,0,0,0
38,3,2990,0,2,6,-1,0,0,0
47,2,60,0,2,6,-1,0,0,0
45,1,6,0,2,6,-1,0,0,0
42,1,443,0,2,6,-1,0,1,0
41,3,1680,0,2,6,-1,0,0,0
46,3,-59,1,2,6,-1,0,0,0
48,8,2247,0,2,6,-1,0,0,0
40,4,90,0,2,6,-1,0,0,0
42,3,-1129,0,2,6,-1,0,1,1
35,1,1949,0,2,6,-1,0,0,0
40,4,358,0,2,6,-1,0,0,0
41,3,0,0,2,6,-1,0,0,0
34,2,1267,0,2,6,-1,0,0,0
35,5,0,0,2,6,-1,0,0,0
45,5,75,1,2,6,-1,0,0,0
47,3,1375,1,2,6,-1,0,0,0
44,1,3433,0,2,6,-1,0,0,0
45,7,976,0,2,6,-1,0,0,0
30,5,603,1,2,6,-1,0,0,0
34,3,926,1,2,6,-1,0,0,0
28,1,8263,0,2,6,-1,0,0,0
40,5,1937,0,2,6,-1,0,0,0
58,7,3,1,2,6,-1,0,0,0
44,1,417,0,2,6,-1,0,0,0
35,2,1273,0,2,6,-1,0,0,0
35,1,98,0,2,6,-1,0,0,0
31,1,-282,1,2,6,-1,0,0,0
35,1,456,0,2,6,-1,0,0,0
38,4,0,0,2,6,-1,0,0,0
29,4,301,0,2,6,-1,0,0,0
36,2,4543,0,2,6,-1,0,0,0
35,5,257,0,2,6,-1,0,0,0
32,1,35,0,2,6,-1,0,0,0
33,5,245,0,2,6,-1,0,0,0
33,2,21096,0,2,6,-1,0,0,0
28,5,3019,0,2,6,-1,0,0,0
38,1,-537,0,2,6,-1,0,0,0
44,1,-119,0,2,6,-1,0,0,1
39,3,-295,0,2,6,-1,0,0,0
53,2,6525,0,2,6,-1,0,0,0
30,1,171,0,2,6,-1,0,0,0
28,1,-511,0,2,6,-1,0,0,0
26,3,2610,1,2,6,-1,0,0,0
48,9,1849,0,2,6,-1,0,0,0
58,6,2084,0,2,6,-1,0,0,0
33,4,471,0,2,6,-1,0,0,0
29,3,2998,0,2,6,-1,0,0,0
42,2,342,0,2,6,-1,0,0,0
45,1,816,0,2,6,-1,0,0,0
28,2,6321,0,2,6,-1,0,0,0
54,7,277,0,2,6,-1,0,0,0
46,3,-205,0,2,6,-1,0,0,0
29,1,1492,0,2,6,-1,0,0,0
59,1,475,1,2,6,-1,0,0,0
34,2,1105,1,2,6,-1,0,0,0
36,1,63,0,2,6,-1,0,0,0
33,4,0,0,2,6,-1,0,0,0
32,1,415,0,2,6,-1,0,1,0
35,1,53,0,2,6,-1,0,0,0
45,5,-158,0,2,6,-1,0,0,0
53,1,-711,0,2,6,-1,0,0,0
39,3,2617,0,2,6,-1,0,0,0
38,10,113,0,2,6,-1,0,0,0
32,1,-691,1,2,6,-1,0,0,0
42,3,-887,0,2,6,-1,0,0,0
30,1,194,0,2,6,-1,0,0,0
31,1,2198,0,2,6,-1,0,0,0
31,3,1170,0,2,6,-1,0,0,0
41,1,1905,0,2,6,-1,0,0,0
35,5,532,0,2,6,-1,0,0,0
